"train/episode","sac - train/success_rate","sac - train/success_rate__MIN","sac - train/success_rate__MAX","sac - _step","sac - _step__MIN","sac - _step__MAX"
"1581","0.01","0.01","0.01","1581","1581","1581"
"1582","0.01","0.01","0.01","1582","1582","1582"
"1583","0.01","0.01","0.01","1583","1583","1583"
"1584","0.01","0.01","0.01","1584","1584","1584"
"1585","0.01","0.01","0.01","1585","1585","1585"
"1586","0.02","0.02","0.02","1586","1586","1586"
"1587","0.02","0.02","0.02","1587","1587","1587"
"1588","0.03","0.03","0.03","1588","1588","1588"
"1589","0.03","0.03","0.03","1589","1589","1589"
"1590","0.04","0.04","0.04","1590","1590","1590"
"1591","0.04","0.04","0.04","1591","1591","1591"
"1592","0.05","0.05","0.05","1592","1592","1592"
"1593","0.06","0.06","0.06","1593","1593","1593"
"1594","0.07","0.07","0.07","1594","1594","1594"
"1595","0.08","0.08","0.08","1595","1595","1595"
"1596","0.09","0.09","0.09","1596","1596","1596"
"1597","0.09","0.09","0.09","1597","1597","1597"
"1598","0.1","0.1","0.1","1598","1598","1598"
"1599","0.1","0.1","0.1","1599","1599","1599"
"1600","0.11","0.11","0.11","1600","1600","1600"
"1601","0.12","0.12","0.12","1601","1601","1601"
"1602","0.13","0.13","0.13","1602","1602","1602"
"1603","0.14","0.14","0.14","1603","1603","1603"
"1604","0.15","0.15","0.15","1604","1604","1604"
"1605","0.16","0.16","0.16","1605","1605","1605"
"1606","0.17","0.17","0.17","1606","1606","1606"
"1607","0.18","0.18","0.18","1607","1607","1607"
"1608","0.18","0.18","0.18","1608","1608","1608"
"1609","0.19","0.19","0.19","1609","1609","1609"
"1610","0.2","0.2","0.2","1610","1610","1610"
"1611","0.21","0.21","0.21","1611","1611","1611"
"1612","0.22","0.22","0.22","1612","1612","1612"
"1613","0.23","0.23","0.23","1613","1613","1613"
"1614","0.24","0.24","0.24","1614","1614","1614"
"1615","0.25","0.25","0.25","1615","1615","1615"
"1616","0.26","0.26","0.26","1616","1616","1616"
"1617","0.27","0.27","0.27","1617","1617","1617"
"1618","0.27","0.27","0.27","1618","1618","1618"
"1619","0.28","0.28","0.28","1619","1619","1619"
"1620","0.29","0.29","0.29","1620","1620","1620"
"1621","0.3","0.3","0.3","1621","1621","1621"
"1622","0.3","0.3","0.3","1622","1622","1622"
"1623","0.31","0.31","0.31","1623","1623","1623"
"1624","0.32","0.32","0.32","1624","1624","1624"
"1625","0.33","0.33","0.33","1625","1625","1625"
"1626","0.34","0.34","0.34","1626","1626","1626"
"1627","0.35","0.35","0.35","1627","1627","1627"
"1628","0.35","0.35","0.35","1628","1628","1628"
"1629","0.36","0.36","0.36","1629","1629","1629"
"1630","0.37","0.37","0.37","1630","1630","1630"
"1631","0.38","0.38","0.38","1631","1631","1631"
"1632","0.39","0.39","0.39","1632","1632","1632"
"1633","0.4","0.4","0.4","1633","1633","1633"
"1634","0.41","0.41","0.41","1634","1634","1634"
"1635","0.42","0.42","0.42","1635","1635","1635"
"1636","0.43","0.43","0.43","1636","1636","1636"
"1637","0.44","0.44","0.44","1637","1637","1637"
"1638","0.45","0.45","0.45","1638","1638","1638"
"1639","0.46","0.46","0.46","1639","1639","1639"
"1640","0.47","0.47","0.47","1640","1640","1640"
"1641","0.48","0.48","0.48","1641","1641","1641"
"1642","0.49","0.49","0.49","1642","1642","1642"
"1643","0.5","0.5","0.5","1643","1643","1643"
"1644","0.51","0.51","0.51","1644","1644","1644"
"1645","0.52","0.52","0.52","1645","1645","1645"
"1646","0.53","0.53","0.53","1646","1646","1646"
"1647","0.54","0.54","0.54","1647","1647","1647"
"1648","0.55","0.55","0.55","1648","1648","1648"
"1649","0.56","0.56","0.56","1649","1649","1649"
"1650","0.57","0.57","0.57","1650","1650","1650"
"1651","0.58","0.58","0.58","1651","1651","1651"
"1652","0.59","0.59","0.59","1652","1652","1652"
"1653","0.6","0.6","0.6","1653","1653","1653"
"1654","0.61","0.61","0.61","1654","1654","1654"
"1655","0.61","0.61","0.61","1655","1655","1655"
"1656","0.61","0.61","0.61","1656","1656","1656"
"1657","0.62","0.62","0.62","1657","1657","1657"
"1658","0.63","0.63","0.63","1658","1658","1658"
"1659","0.64","0.64","0.64","1659","1659","1659"
"1660","0.65","0.65","0.65","1660","1660","1660"
"1661","0.66","0.66","0.66","1661","1661","1661"
"1662","0.67","0.67","0.67","1662","1662","1662"
"1663","0.68","0.68","0.68","1663","1663","1663"
"1664","0.69","0.69","0.69","1664","1664","1664"
"1665","0.7","0.7","0.7","1665","1665","1665"
"1666","0.71","0.71","0.71","1666","1666","1666"
"1667","0.72","0.72","0.72","1667","1667","1667"
"1668","0.73","0.73","0.73","1668","1668","1668"
"1669","0.74","0.74","0.74","1669","1669","1669"
"1670","0.75","0.75","0.75","1670","1670","1670"
"1671","0.76","0.76","0.76","1671","1671","1671"
"1672","0.77","0.77","0.77","1672","1672","1672"
"1673","0.78","0.78","0.78","1673","1673","1673"
"1674","0.79","0.79","0.79","1674","1674","1674"
"1675","0.8","0.8","0.8","1675","1675","1675"
"1676","0.81","0.81","0.81","1676","1676","1676"
"1677","0.82","0.82","0.82","1677","1677","1677"
"1678","0.83","0.83","0.83","1678","1678","1678"
"1679","0.84","0.84","0.84","1679","1679","1679"
"1680","0.85","0.85","0.85","1680","1680","1680"
"1681","0.86","0.86","0.86","1681","1681","1681"
"1682","0.87","0.87","0.87","1682","1682","1682"
"1683","0.88","0.88","0.88","1683","1683","1683"
"1684","0.89","0.89","0.89","1684","1684","1684"
"1685","0.9","0.9","0.9","1685","1685","1685"
"1686","0.9","0.9","0.9","1686","1686","1686"
"1687","0.91","0.91","0.91","1687","1687","1687"
"1688","0.91","0.91","0.91","1688","1688","1688"
"1689","0.91","0.91","0.91","1689","1689","1689"
"1690","0.9","0.9","0.9","1690","1690","1690"
"1691","0.91","0.91","0.91","1691","1691","1691"
"1692","0.91","0.91","0.91","1692","1692","1692"
"1693","0.91","0.91","0.91","1693","1693","1693"
"1694","0.91","0.91","0.91","1694","1694","1694"
"1695","0.91","0.91","0.91","1695","1695","1695"
"1696","0.91","0.91","0.91","1696","1696","1696"
"1697","0.92","0.92","0.92","1697","1697","1697"
"1698","0.91","0.91","0.91","1698","1698","1698"
"1699","0.92","0.92","0.92","1699","1699","1699"
"1700","0.92","0.92","0.92","1700","1700","1700"
"1701","0.92","0.92","0.92","1701","1701","1701"
"1702","0.91","0.91","0.91","1702","1702","1702"
"1703","0.9","0.9","0.9","1703","1703","1703"
"1704","0.9","0.9","0.9","1704","1704","1704"
"1705","0.9","0.9","0.9","1705","1705","1705"
"1706","0.9","0.9","0.9","1706","1706","1706"
"1707","0.9","0.9","0.9","1707","1707","1707"
"1708","0.91","0.91","0.91","1708","1708","1708"
"1709","0.91","0.91","0.91","1709","1709","1709"
"1710","0.91","0.91","0.91","1710","1710","1710"
"1711","0.91","0.91","0.91","1711","1711","1711"
"1712","0.91","0.91","0.91","1712","1712","1712"
"1713","0.91","0.91","0.91","1713","1713","1713"
"1714","0.91","0.91","0.91","1714","1714","1714"
"1715","0.91","0.91","0.91","1715","1715","1715"
"1716","0.91","0.91","0.91","1716","1716","1716"
"1717","0.91","0.91","0.91","1717","1717","1717"
"1718","0.92","0.92","0.92","1718","1718","1718"
"1719","0.92","0.92","0.92","1719","1719","1719"
"1720","0.92","0.92","0.92","1720","1720","1720"
"1721","0.92","0.92","0.92","1721","1721","1721"
"1722","0.93","0.93","0.93","1722","1722","1722"
"1723","0.93","0.93","0.93","1723","1723","1723"
"1724","0.93","0.93","0.93","1724","1724","1724"
"1725","0.93","0.93","0.93","1725","1725","1725"
"1726","0.93","0.93","0.93","1726","1726","1726"
"1727","0.93","0.93","0.93","1727","1727","1727"
"1728","0.94","0.94","0.94","1728","1728","1728"
"1729","0.94","0.94","0.94","1729","1729","1729"
"1730","0.94","0.94","0.94","1730","1730","1730"
"1731","0.94","0.94","0.94","1731","1731","1731"
"1732","0.94","0.94","0.94","1732","1732","1732"
"1733","0.94","0.94","0.94","1733","1733","1733"
"1734","0.94","0.94","0.94","1734","1734","1734"
"1735","0.94","0.94","0.94","1735","1735","1735"
"1736","0.94","0.94","0.94","1736","1736","1736"
"1737","0.94","0.94","0.94","1737","1737","1737"
"1738","0.94","0.94","0.94","1738","1738","1738"
"1739","0.94","0.94","0.94","1739","1739","1739"
"1740","0.94","0.94","0.94","1740","1740","1740"
"1741","0.94","0.94","0.94","1741","1741","1741"
"1742","0.94","0.94","0.94","1742","1742","1742"
"1743","0.94","0.94","0.94","1743","1743","1743"
"1744","0.94","0.94","0.94","1744","1744","1744"
"1745","0.94","0.94","0.94","1745","1745","1745"
"1746","0.94","0.94","0.94","1746","1746","1746"
"1747","0.94","0.94","0.94","1747","1747","1747"
"1748","0.94","0.94","0.94","1748","1748","1748"
"1749","0.94","0.94","0.94","1749","1749","1749"
"1750","0.94","0.94","0.94","1750","1750","1750"
"1751","0.94","0.94","0.94","1751","1751","1751"
"1752","0.94","0.94","0.94","1752","1752","1752"
"1753","0.94","0.94","0.94","1753","1753","1753"
"1754","0.94","0.94","0.94","1754","1754","1754"
"1755","0.94","0.94","0.94","1755","1755","1755"
"1756","0.95","0.95","0.95","1756","1756","1756"
"1757","0.95","0.95","0.95","1757","1757","1757"
"1758","0.95","0.95","0.95","1758","1758","1758"
"1759","0.95","0.95","0.95","1759","1759","1759"
"1760","0.95","0.95","0.95","1760","1760","1760"
"1761","0.95","0.95","0.95","1761","1761","1761"
"1762","0.95","0.95","0.95","1762","1762","1762"
"1763","0.95","0.95","0.95","1763","1763","1763"
"1764","0.95","0.95","0.95","1764","1764","1764"
"1765","0.95","0.95","0.95","1765","1765","1765"
"1766","0.95","0.95","0.95","1766","1766","1766"
"1767","0.95","0.95","0.95","1767","1767","1767"
"1768","0.95","0.95","0.95","1768","1768","1768"
"1769","0.95","0.95","0.95","1769","1769","1769"
"1770","0.95","0.95","0.95","1770","1770","1770"
"1771","0.95","0.95","0.95","1771","1771","1771"
"1772","0.95","0.95","0.95","1772","1772","1772"
"1773","0.95","0.95","0.95","1773","1773","1773"
"1774","0.95","0.95","0.95","1774","1774","1774"
"1775","0.95","0.95","0.95","1775","1775","1775"
"1776","0.95","0.95","0.95","1776","1776","1776"
"1777","0.95","0.95","0.95","1777","1777","1777"
"1778","0.95","0.95","0.95","1778","1778","1778"
"1779","0.95","0.95","0.95","1779","1779","1779"
"1780","0.95","0.95","0.95","1780","1780","1780"
"1781","0.95","0.95","0.95","1781","1781","1781"
"1782","0.95","0.95","0.95","1782","1782","1782"
"1783","0.95","0.95","0.95","1783","1783","1783"
"1784","0.95","0.95","0.95","1784","1784","1784"
"1785","0.95","0.95","0.95","1785","1785","1785"
"1786","0.95","0.95","0.95","1786","1786","1786"
"1787","0.95","0.95","0.95","1787","1787","1787"
"1788","0.95","0.95","0.95","1788","1788","1788"
"1789","0.96","0.96","0.96","1789","1789","1789"
"1790","0.97","0.97","0.97","1790","1790","1790"
"1791","0.97","0.97","0.97","1791","1791","1791"
"1792","0.97","0.97","0.97","1792","1792","1792"
"1793","0.97","0.97","0.97","1793","1793","1793"
"1794","0.97","0.97","0.97","1794","1794","1794"
"1795","0.97","0.97","0.97","1795","1795","1795"
"1796","0.97","0.97","0.97","1796","1796","1796"
"1797","0.97","0.97","0.97","1797","1797","1797"
"1798","0.98","0.98","0.98","1798","1798","1798"
"1799","0.98","0.98","0.98","1799","1799","1799"
"1800","0.98","0.98","0.98","1800","1800","1800"
"1801","0.98","0.98","0.98","1801","1801","1801"
"1802","0.99","0.99","0.99","1802","1802","1802"
"1803","1","1","1","1803","1803","1803"
"1804","1","1","1","1804","1804","1804"
"1805","1","1","1","1805","1805","1805"
"1806","1","1","1","1806","1806","1806"
"1807","1","1","1","1807","1807","1807"
"1808","1","1","1","1808","1808","1808"
"1809","1","1","1","1809","1809","1809"
"1810","1","1","1","1810","1810","1810"
"1811","1","1","1","1811","1811","1811"
"1812","1","1","1","1812","1812","1812"
"1813","1","1","1","1813","1813","1813"
"1814","1","1","1","1814","1814","1814"
"1815","1","1","1","1815","1815","1815"
"1816","1","1","1","1816","1816","1816"
"1817","1","1","1","1817","1817","1817"
"1818","1","1","1","1818","1818","1818"
"1819","1","1","1","1819","1819","1819"
"1820","1","1","1","1820","1820","1820"
"1821","1","1","1","1821","1821","1821"
"1822","1","1","1","1822","1822","1822"
"1823","1","1","1","1823","1823","1823"
"1824","1","1","1","1824","1824","1824"
"1825","1","1","1","1825","1825","1825"
"1826","1","1","1","1826","1826","1826"
"1827","1","1","1","1827","1827","1827"
"1828","1","1","1","1828","1828","1828"
"1829","1","1","1","1829","1829","1829"
"1830","1","1","1","1830","1830","1830"
"1831","1","1","1","1831","1831","1831"
"1832","1","1","1","1832","1832","1832"
"1833","1","1","1","1833","1833","1833"
"1834","1","1","1","1834","1834","1834"
"1835","1","1","1","1835","1835","1835"
"1836","1","1","1","1836","1836","1836"
"1837","1","1","1","1837","1837","1837"
"1838","1","1","1","1838","1838","1838"
"1839","1","1","1","1839","1839","1839"
"1840","1","1","1","1840","1840","1840"
"1841","1","1","1","1841","1841","1841"
"1842","1","1","1","1842","1842","1842"
"1843","1","1","1","1843","1843","1843"
"1844","1","1","1","1844","1844","1844"
"1845","1","1","1","1845","1845","1845"
"1846","1","1","1","1846","1846","1846"
"1847","1","1","1","1847","1847","1847"
"1848","1","1","1","1848","1848","1848"
"1849","1","1","1","1849","1849","1849"
"1850","1","1","1","1850","1850","1850"
"1851","1","1","1","1851","1851","1851"
"1852","1","1","1","1852","1852","1852"
"1853","1","1","1","1853","1853","1853"
"1854","1","1","1","1854","1854","1854"
"1855","1","1","1","1855","1855","1855"
"1856","1","1","1","1856","1856","1856"
"1857","1","1","1","1857","1857","1857"
"1858","1","1","1","1858","1858","1858"
"1859","1","1","1","1859","1859","1859"
"1860","1","1","1","1860","1860","1860"
"1861","1","1","1","1861","1861","1861"
"1862","1","1","1","1862","1862","1862"
"1863","1","1","1","1863","1863","1863"
"1864","1","1","1","1864","1864","1864"
"1865","1","1","1","1865","1865","1865"
"1866","1","1","1","1866","1866","1866"
"1867","1","1","1","1867","1867","1867"
"1868","1","1","1","1868","1868","1868"
"1869","1","1","1","1869","1869","1869"
"1870","1","1","1","1870","1870","1870"
"1871","1","1","1","1871","1871","1871"
"1872","1","1","1","1872","1872","1872"
"1873","1","1","1","1873","1873","1873"
"1874","1","1","1","1874","1874","1874"
"1875","1","1","1","1875","1875","1875"
"1876","1","1","1","1876","1876","1876"
"1877","1","1","1","1877","1877","1877"
"1878","1","1","1","1878","1878","1878"
"1879","1","1","1","1879","1879","1879"
"1880","1","1","1","1880","1880","1880"
"1881","1","1","1","1881","1881","1881"
"1882","1","1","1","1882","1882","1882"
"1883","1","1","1","1883","1883","1883"
"1884","1","1","1","1884","1884","1884"
"1885","1","1","1","1885","1885","1885"
"1886","1","1","1","1886","1886","1886"
"1887","1","1","1","1887","1887","1887"
"1888","1","1","1","1888","1888","1888"
"1889","1","1","1","1889","1889","1889"
"1890","1","1","1","1890","1890","1890"
"1891","1","1","1","1891","1891","1891"
"1892","1","1","1","1892","1892","1892"
"1893","1","1","1","1893","1893","1893"
"1894","1","1","1","1894","1894","1894"
"1895","1","1","1","1895","1895","1895"
"1896","1","1","1","1896","1896","1896"
"1897","1","1","1","1897","1897","1897"
"1898","1","1","1","1898","1898","1898"
"1899","1","1","1","1899","1899","1899"
"1900","1","1","1","1900","1900","1900"
"1901","1","1","1","1901","1901","1901"
"1902","1","1","1","1902","1902","1902"
"1903","1","1","1","1903","1903","1903"
"1904","1","1","1","1904","1904","1904"
"1905","1","1","1","1905","1905","1905"
"1906","1","1","1","1906","1906","1906"
"1907","1","1","1","1907","1907","1907"
"1908","1","1","1","1908","1908","1908"
"1909","1","1","1","1909","1909","1909"
"1910","1","1","1","1910","1910","1910"
"1911","1","1","1","1911","1911","1911"
"1912","1","1","1","1912","1912","1912"
"1913","1","1","1","1913","1913","1913"
"1914","1","1","1","1914","1914","1914"
"1915","1","1","1","1915","1915","1915"
"1916","1","1","1","1916","1916","1916"
"1917","1","1","1","1917","1917","1917"
"1918","1","1","1","1918","1918","1918"
"1919","1","1","1","1919","1919","1919"
"1920","1","1","1","1920","1920","1920"
"1921","1","1","1","1921","1921","1921"
"1922","1","1","1","1922","1922","1922"
"1923","1","1","1","1923","1923","1923"
"1924","1","1","1","1924","1924","1924"
"1925","1","1","1","1925","1925","1925"
"1926","1","1","1","1926","1926","1926"
"1927","1","1","1","1927","1927","1927"
"1928","1","1","1","1928","1928","1928"
"1929","1","1","1","1929","1929","1929"
"1930","1","1","1","1930","1930","1930"
"1931","1","1","1","1931","1931","1931"
"1932","1","1","1","1932","1932","1932"
"1933","1","1","1","1933","1933","1933"
"1934","1","1","1","1934","1934","1934"
"1935","1","1","1","1935","1935","1935"
"1936","1","1","1","1936","1936","1936"
"1937","1","1","1","1937","1937","1937"
"1938","1","1","1","1938","1938","1938"
"1939","1","1","1","1939","1939","1939"
"1940","1","1","1","1940","1940","1940"
"1941","1","1","1","1941","1941","1941"
"1942","1","1","1","1942","1942","1942"
"1943","1","1","1","1943","1943","1943"
"1944","1","1","1","1944","1944","1944"
"1945","1","1","1","1945","1945","1945"
"1946","1","1","1","1946","1946","1946"
"1947","1","1","1","1947","1947","1947"
"1948","1","1","1","1948","1948","1948"
"1949","1","1","1","1949","1949","1949"
"1950","1","1","1","1950","1950","1950"
"1951","1","1","1","1951","1951","1951"
"1952","1","1","1","1952","1952","1952"
"1953","1","1","1","1953","1953","1953"
"1954","1","1","1","1954","1954","1954"
"1955","1","1","1","1955","1955","1955"
"1956","1","1","1","1956","1956","1956"
"1957","1","1","1","1957","1957","1957"
"1958","1","1","1","1958","1958","1958"
"1959","1","1","1","1959","1959","1959"
"1960","1","1","1","1960","1960","1960"
"1961","1","1","1","1961","1961","1961"
"1962","1","1","1","1962","1962","1962"
"1963","1","1","1","1963","1963","1963"
"1964","1","1","1","1964","1964","1964"
"1965","1","1","1","1965","1965","1965"
"1966","1","1","1","1966","1966","1966"
"1967","1","1","1","1967","1967","1967"
"1968","1","1","1","1968","1968","1968"
"1969","1","1","1","1969","1969","1969"
"1970","1","1","1","1970","1970","1970"
"1971","1","1","1","1971","1971","1971"
"1972","1","1","1","1972","1972","1972"
"1973","1","1","1","1973","1973","1973"
"1974","1","1","1","1974","1974","1974"
"1975","1","1","1","1975","1975","1975"
"1976","1","1","1","1976","1976","1976"
"1977","1","1","1","1977","1977","1977"
"1978","1","1","1","1978","1978","1978"
"1979","1","1","1","1979","1979","1979"
"1980","1","1","1","1980","1980","1980"
"1981","1","1","1","1981","1981","1981"
"1982","1","1","1","1982","1982","1982"
"1983","1","1","1","1983","1983","1983"
"1984","1","1","1","1984","1984","1984"
"1985","1","1","1","1985","1985","1985"
"1986","1","1","1","1986","1986","1986"
"1987","1","1","1","1987","1987","1987"
"1988","1","1","1","1988","1988","1988"
"1989","1","1","1","1989","1989","1989"
"1990","1","1","1","1990","1990","1990"
"1991","1","1","1","1991","1991","1991"
"1992","1","1","1","1992","1992","1992"
"1993","1","1","1","1993","1993","1993"
"1994","1","1","1","1994","1994","1994"
"1995","1","1","1","1995","1995","1995"
"1996","1","1","1","1996","1996","1996"
"1997","1","1","1","1997","1997","1997"
"1998","1","1","1","1998","1998","1998"
"1999","1","1","1","1999","1999","1999"
"2000","1","1","1","2000","2000","2000"
